id,Date,City,Rep,Store,Prod,Cost,Sale
1096,10/2/2005,Dammam,Maliha,Carrefour,Food,1844.1947,4984.31
1097,1/24/2005,Hail,Maliha,Lulu,Food,1091.1379,2537.53
1098,10/29/2005,Riyadh,Abdul,Othaim,Food,6204.5716,9124.37
1099,12/22/2004,Abha,Maliha,Lulu,Toys,3786.8864,4303.28
1100,3/24/2006,Jeddah,Yahia,Othaim,Home,4901.4292,8450.74
1101,2/22/2005,Jeddah,Mjeed,Panda,Home,7872.3216,8945.82
1102,2/19/2006,Hail,Yahia,Lulu,Toys,949.518,2110.04
1103,11/1/2005,Dammam,Yahia,Lulu,Food,4805.8864,7067.48
1104,2/28/2006,Hail,Mjeed,Othaim,Toys,125.8999,340.27
1105,8/9/2004,Dammam,Maliha,Othaim,Food,1950.7224,2216.73
1106,7/1/2005,Jeddah,Ghalia,Othaim,Office,5412.7864,7959.98
1107,11/24/2005,Dammam,Maliha,Panda,Food,2959.0962,5101.89
1108,1/24/2005,Dammam,Abdul,Carrefour,Home,331.1537,895.01
1109,6/16/2005,Dammam,Yahia,Panda,Office,4949.535,6599.38
1110,8/22/2004,Riyadh,Maliha,Othaim,Toys,3539.2165,9565.45
1111,5/18/2005,Riyadh,Ghalia,Lulu,Office,3795.6057,6433.23
1112,9/17/2005,Jeddah,Abdul,Lulu,Office,2918.628,6485.84
1113,10/20/2004,Jubail,Yahia,Carrefour,Home,6882.568,7821.1
1114,1/9/2006,Jeddah,Mjeed,Othaim,Home,1222.62,1630.16
1115,11/9/2004,Hail,Mjeed,Carrefour,Food,3374.2057,7846.99
1116,9/5/2004,Abha,Yahia,Panda,Office,965.3328,2244.96
1117,10/15/2005,Jeddah,Mjeed,Panda,Food,3219.6068,8701.64
1118,6/17/2005,Hail,Mjeed,Carrefour,Home,676.907,1147.3
1119,11/21/2005,Riyadh,Mjeed,Lulu,Toys,396.8953,1072.69
1120,5/8/2006,Hail,Maliha,Othaim,Toys,6255.495,8340.66
1121,4/17/2005,Abha,Mjeed,Othaim,Toys,1486.276,1589.6
1122,6/7/2006,Jubail,Ghalia,Lulu,Toys,304.81,326
1123,9/20/2004,Riyadh,Maliha,Carrefour,Office,939.3316,1381.37
1124,6/25/2004,Dammam,Abdul,Carrefour,Home,2357.4342,2521.32
1125,6/7/2005,Jubail,Ghalia,Othaim,Food,5256.064,9556.48
1126,1/20/2006,Jubail,Yahia,Carrefour,Toys,871.2176,990.02
1127,2/19/2005,Riyadh,Maliha,Panda,Office,3523.0105,9521.65
1128,1/14/2005,Hail,Mjeed,Panda,Food,2876.2098,6688.86
1129,10/28/2004,Jeddah,Maliha,Lulu,Home,1701.0268,1819.28
1130,8/24/2005,Jubail,Yahia,Othaim,Office,4633.1444,7988.18
1131,3/21/2005,Abha,Mjeed,Panda,Office,2729.7638,7377.74
1132,7/28/2005,Hail,Maliha,Carrefour,Office,500.2184,568.43
1133,4/9/2006,Jubail,Mjeed,Lulu,Food,2647.4332,4564.54
1134,5/14/2005,Dammam,Yahia,Carrefour,Food,4811.7554,8296.13
1135,11/9/2005,Hail,Ghalia,Carrefour,Home,3090.3966,5328.27
1136,9/9/2004,Riyadh,Ghalia,Carrefour,Toys,4665.4069,4989.74
1137,8/7/2005,Jeddah,Yahia,Lulu,Home,8482.2452,9071.92
1138,8/31/2004,Jubail,Ghalia,Othaim,Home,2393.5456,3519.92
1139,6/10/2005,Jubail,Yahia,Panda,Food,3657.6316,8506.12
1140,3/21/2006,Riyadh,Abdul,Lulu,Home,4823.687,8770.34
1141,2/1/2006,Abha,Maliha,Carrefour,Home,4422.4548,6503.61
1142,7/22/2004,Jubail,Ghalia,Carrefour,Toys,704.2708,1214.26
1143,9/27/2005,Jubail,Maliha,Carrefour,Food,2648.4232,3894.74
1144,9/17/2005,Riyadh,Abdul,Lulu,Food,1575.673,2864.86
1145,8/16/2004,Jeddah,Ghalia,Othaim,Home,5014.3632,5698.14
1146,12/14/2004,Dammam,Yahia,Lulu,Food,6245.3716,9184.37
1147,11/25/2004,Abha,Mjeed,Othaim,Toys,3066.8079,8288.67
1148,5/19/2005,Riyadh,Ghalia,Panda,Office,1319.846,2399.72
1149,6/12/2006,Abha,Maliha,Panda,Home,2292.2225,5330.75
1150,7/14/2004,Jubail,Abdul,Panda,Home,1143.3482,1971.29
1151,9/24/2004,Abha,Ghalia,Othaim,Home,2872.7175,3830.29
1152,1/23/2005,Hail,Mjeed,Carrefour,Food,4448.4376,6541.82
1153,1/7/2005,Riyadh,Mjeed,Panda,Food,1406.34,3125.2
1154,4/10/2005,Jeddah,Mjeed,Othaim,Home,2771.3715,6445.05
1155,6/30/2004,Dammam,Maliha,Othaim,Office,5122.01415,5478.09
1156,1/2/2006,Dammam,Yahia,Carrefour,Office,3217.3425,7149.65
1157,12/20/2005,Jeddah,Maliha,Carrefour,Food,5489.836,6238.45
1158,3/10/2006,Riyadh,Mjeed,Lulu,Toys,4264.0993,9916.51
1159,9/30/2004,Dammam,Ghalia,Lulu,Toys,500.8875,1353.75
1160,6/18/2005,Riyadh,Yahia,Panda,Home,175.7964,297.96
1161,12/29/2004,Hail,Ghalia,Othaim,Home,2767.9344,3145.38
1162,12/27/2004,Hail,Ghalia,Carrefour,Food,1918.9986,3252.54
1163,7/9/2005,Abha,Maliha,Panda,Office,2437.0161,6586.53
1164,4/16/2006,Jubail,Maliha,Carrefour,Office,4473.2475,5964.33
1165,6/17/2005,Hail,Yahia,Panda,Home,6311.318,9281.35
1166,4/19/2005,Riyadh,Ghalia,Carrefour,Office,231.826,399.7
1167,2/14/2006,Dammam,Maliha,Panda,Food,4800.8884,7060.13
1168,9/6/2005,Jeddah,Mjeed,Lulu,Office,1421.2145,3305.15
1169,8/10/2005,Riyadh,Ghalia,Lulu,Office,944.3436,2552.28
1170,12/22/2004,Dammam,Maliha,Lulu,Toys,3727.46165,3986.59
1171,4/13/2006,Jubail,Mjeed,Othaim,Food,3293.4256,5678.32
1172,12/23/2005,Riyadh,Yahia,Panda,Home,1609.956,3577.68
1173,7/4/2005,Hail,Abdul,Panda,Home,2910.9562,5018.89
1174,12/2/2004,Abha,Yahia,Panda,Toys,6835.972,7768.15
1175,1/31/2005,Jeddah,Ghalia,Lulu,Toys,347.116,394.45
1176,7/21/2005,Hail,Ghalia,Panda,Home,7044.3375,9392.45
1177,9/6/2005,Hail,Mjeed,Othaim,Home,4294.03,6314.75
1178,12/29/2005,Hail,Mjeed,Panda,Home,822.2653,1393.67
1179,6/5/2006,Jeddah,Maliha,Lulu,Toys,1012.14685,1082.51
1180,5/1/2006,Dammam,Mjeed,Lulu,Office,3750.0773,8721.11
1181,10/25/2005,Jubail,Yahia,Panda,Food,2033.5438,3506.11
1182,4/14/2006,Riyadh,Abdul,Lulu,Home,343.2195,762.71
1183,6/12/2005,Dammam,Yahia,Lulu,Food,3438.0892,5927.74
1184,12/29/2005,Jeddah,Maliha,Othaim,Home,788.8772,1337.08
1185,7/22/2004,Dammam,Abdul,Panda,Office,1926.5388,3265.32
1186,10/7/2005,Jubail,Mjeed,Panda,Office,3328.6859,7741.13
1187,7/9/2004,Jubail,Mjeed,Othaim,Office,1236.6886,2876.02
1188,5/29/2005,Dammam,Ghalia,Othaim,Toys,2052.7092,3018.69
1189,8/9/2004,Jubail,Ghalia,Carrefour,Office,1149.2866,3106.18
1190,2/17/2005,Jeddah,Abdul,Panda,Food,3002.0096,4414.72
1191,10/14/2004,Jeddah,Abdul,Carrefour,Office,2317.304,3407.8
1192,8/30/2004,Jubail,Yahia,Carrefour,Office,3931.9824,6779.28
1193,1/5/2006,Abha,Mjeed,Panda,Home,3128.8279,3346.34
1194,4/12/2006,Jubail,Yahia,Lulu,Home,987.831,2195.18
1195,6/3/2006,Jubail,Yahia,Lulu,Home,1291.4625,1721.95
1196,1/6/2005,Jeddah,Mjeed,Othaim,Home,3370.994,6129.08
1197,5/25/2005,Hail,Ghalia,Panda,Toys,1310.3708,2259.26
1198,9/2/2005,Jeddah,Mjeed,Lulu,Home,2929.3275,5326.05
1199,10/6/2004,Jeddah,Ghalia,Carrefour,Home,3671.5798,6330.31
1200,3/18/2005,Abha,Maliha,Lulu,Toys,2600.9643,2781.78
1201,5/24/2005,Jubail,Abdul,Carrefour,Home,3591.2772,5281.29
1202,3/14/2006,Abha,Maliha,Othaim,Food,4846.16,5507
1203,9/9/2004,Dammam,Ghalia,Lulu,Toys,1724.0326,2972.47
1204,1/20/2005,Dammam,Yahia,Lulu,Toys,3166.7708,8558.84
1205,8/9/2005,Abha,Ghalia,Lulu,Food,4070.6401,6899.39
1206,3/28/2006,Dammam,Maliha,Othaim,Home,1539.5333,3580.31
1207,3/13/2005,Riyadh,Yahia,Panda,Food,1126.1528,2618.96
1208,10/2/2004,Jubail,Ghalia,Lulu,Home,7266.9135,7772.1
1209,9/20/2005,Jeddah,Mjeed,Othaim,Toys,1458.1886,1559.56
1210,2/11/2006,Jubail,Mjeed,Lulu,Toys,4972.22,9040.4
1211,2/6/2006,Jubail,Ghalia,Panda,Food,3446.4242,8014.94
1212,9/10/2004,Hail,Abdul,Carrefour,Toys,2996.1375,3994.85
1213,10/3/2004,Riyadh,Yahia,Othaim,Office,387.571,656.9
1214,6/13/2005,Abha,Mjeed,Othaim,Office,5643.7453,9565.67
1215,7/1/2005,Hail,Abdul,Lulu,Food,2807.01,6237.8
1216,8/10/2004,Jeddah,Maliha,Lulu,Food,169.1525,307.55
1217,4/22/2005,Jeddah,Mjeed,Panda,Food,275.6992,405.44
1218,10/6/2005,Abha,Abdul,Lulu,Food,5754.39205,6154.43
1219,9/23/2004,Abha,Abdul,Panda,Food,3280.3524,5655.78
1220,10/30/2005,Dammam,Abdul,Panda,Toys,4456.604,7683.8
1221,4/5/2006,Jubail,Ghalia,Carrefour,Food,5043.5935,9170.17
1222,12/9/2005,Riyadh,Maliha,Othaim,Food,6544.0144,7436.38
1223,6/24/2004,Dammam,Yahia,Othaim,Toys,2079.8685,4621.93
1224,4/5/2006,Jubail,Ghalia,Panda,Toys,1451.0068,3921.64
1225,1/19/2006,Hail,Mjeed,Carrefour,Home,1247.7436,3372.28
1226,8/28/2004,Abha,Yahia,Carrefour,Office,964.1448,1417.86
1227,2/26/2005,Dammam,Abdul,Carrefour,Toys,1410.75605,1508.83
1228,5/10/2006,Jeddah,Mjeed,Lulu,Home,637.4471,1722.83
1229,5/13/2005,Dammam,Yahia,Lulu,Office,4431.1188,7639.86
1230,8/6/2005,Jeddah,Maliha,Panda,Food,540.8094,932.43
1231,6/14/2006,Hail,Ghalia,Carrefour,Home,2315.434,3405.05
1232,10/9/2004,Riyadh,Ghalia,Lulu,Home,1935.6095,3519.29
1233,11/24/2004,Dammam,Ghalia,Lulu,Office,2266.0715,4120.13
1234,3/25/2006,Jeddah,Yahia,Lulu,Toys,1044.978,1899.96
1235,9/10/2004,Abha,Mjeed,Panda,Toys,6481.875,8642.5
1236,9/29/2004,Riyadh,Ghalia,Lulu,Office,4854.4028,8369.66
1237,4/5/2005,Hail,Abdul,Carrefour,Food,789.0696,896.67
1238,12/4/2005,Hail,Ghalia,Othaim,Food,5053.60955,5404.93
1239,2/23/2006,Riyadh,Maliha,Panda,Food,3682.6288,6349.36
1240,2/17/2006,Jeddah,Ghalia,Lulu,Office,2865.1244,6663.08
1241,11/14/2005,Hail,Mjeed,Othaim,Home,4520.3884,6647.63
1242,8/17/2005,Riyadh,Yahia,Panda,Toys,3738.969,8308.82
1243,10/31/2004,Jubail,Abdul,Carrefour,Office,7841.6448,8910.96
1244,4/23/2006,Abha,Mjeed,Panda,Toys,1673.6358,4523.34
1245,7/13/2005,Abha,Maliha,Lulu,Office,6877.98,9170.64
1246,5/19/2005,Riyadh,Yahia,Panda,Food,348.732,774.96
1247,7/19/2004,Abha,Maliha,Panda,Office,826.727,1503.14
1248,5/18/2006,Riyadh,Abdul,Panda,Toys,406.2465,738.63
1249,5/22/2006,Jeddah,Ghalia,Carrefour,Office,3963.807,8808.46
1250,4/25/2005,Hail,Yahia,Carrefour,Office,3392.0645,6167.39
1251,12/15/2004,Dammam,Mjeed,Othaim,Food,6418.87785,6865.11
1252,5/10/2005,Abha,Maliha,Lulu,Home,2553.4272,3755.04
1253,11/19/2004,Dammam,Abdul,Lulu,Home,4507.06465,4820.39
1254,12/17/2005,Riyadh,Maliha,Panda,Office,3823.4242,6480.38
1255,1/25/2005,Hail,Yahia,Panda,Food,3148.5256,3577.87
1256,1/27/2006,Jeddah,Ghalia,Panda,Home,6011.98455,6429.93
1257,7/8/2004,Jubail,Abdul,Lulu,Home,1676.6288,1905.26
1258,4/4/2006,Dammam,Yahia,Lulu,Office,1961.4825,2615.31
1259,12/27/2005,Hail,Abdul,Carrefour,Office,2325.6495,5168.11
1260,3/15/2005,Dammam,Yahia,Lulu,Food,1115.884,1268.05
1261,12/20/2005,Jeddah,Mjeed,Lulu,Home,608.6636,1049.42
1262,10/7/2005,Dammam,Yahia,Othaim,Toys,3464.637,6299.34
1263,7/19/2004,Jeddah,Mjeed,Othaim,Home,1832.0503,3105.17
1264,1/13/2005,Jeddah,Maliha,Carrefour,Home,2235.21,2980.28
1265,8/30/2004,Dammam,Ghalia,Carrefour,Toys,3131.6126,7282.82
1266,6/4/2005,Jubail,Mjeed,Panda,Food,7251.8688,8240.76
1267,12/29/2005,Jubail,Mjeed,Lulu,Food,3132.6833,7285.31
1268,10/8/2005,Jeddah,Mjeed,Carrefour,Toys,2840.8854,4815.06
1269,11/27/2004,Jubail,Abdul,Carrefour,Office,4085.2581,4369.26
1270,10/30/2004,Abha,Maliha,Othaim,Office,4481.1405,9958.09
1271,6/12/2006,Jubail,Ghalia,Carrefour,Food,2964.478,5389.96
1272,2/25/2005,Abha,Mjeed,Panda,Food,4688.1922,8083.09
1273,5/15/2005,Riyadh,Abdul,Panda,Office,2720.7565,2909.9
1274,6/28/2005,Hail,Ghalia,Carrefour,Office,351.8182,950.86
1275,6/10/2005,Hail,Yahia,Panda,Toys,1619.6175,2159.49
1276,2/24/2006,Hail,Mjeed,Lulu,Food,5772.34405,6173.63
1277,11/10/2004,Abha,Mjeed,Lulu,Food,3426.731,6230.42
1278,8/22/2004,Jubail,Mjeed,Lulu,Toys,3605.8735,6111.65
1279,11/25/2004,Abha,Yahia,Carrefour,Toys,1332.1132,1958.99
1280,9/2/2004,Abha,Abdul,Lulu,Home,3978.6256,5850.92
1281,11/7/2005,Abha,Mjeed,Lulu,Toys,5664.72555,6058.53
1282,8/25/2004,Dammam,Abdul,Panda,Food,666.7448,1149.56
1283,5/9/2005,Jubail,Ghalia,Lulu,Home,1059.3137,2863.01
1284,10/15/2005,Dammam,Abdul,Othaim,Home,1227.16,1394.5
1285,3/26/2005,Jeddah,Yahia,Panda,Office,720.078,1674.6
1286,1/5/2006,Abha,Yahia,Othaim,Food,5672.0122,9613.58
1287,1/4/2006,Jubail,Maliha,Othaim,Office,3082.1712,7167.84
1288,11/23/2004,Abha,Yahia,Lulu,Office,4699.112,5339.9
1289,5/27/2006,Dammam,Maliha,Othaim,Food,5422.665,7230.22
1290,3/17/2006,Jubail,Abdul,Carrefour,Toys,6362.74045,6805.07
1291,12/5/2005,Jeddah,Abdul,Panda,Food,1323.1163,2242.57
1292,5/26/2006,Jeddah,Abdul,Lulu,Food,194.821,354.22
1293,10/13/2005,Dammam,Ghalia,Carrefour,Toys,2704.592,3073.4
1294,3/29/2005,Hail,Abdul,Panda,Office,4345.0932,7491.54
1295,3/25/2005,Dammam,Mjeed,Othaim,Office,2360.19,3146.92
1296,2/13/2006,Riyadh,Abdul,Lulu,Office,6647.9775,8863.97
1297,3/14/2006,Riyadh,Yahia,Othaim,Toys,1804.01705,1929.43
1298,7/26/2005,Dammam,Yahia,Lulu,Home,749.505,1292.25
1299,3/30/2006,Jeddah,Abdul,Panda,Toys,3133.125,6962.5
1300,7/22/2005,Riyadh,Mjeed,Othaim,Office,3982.4149,9261.43
1301,10/9/2004,Riyadh,Maliha,Othaim,Toys,3347.667,7439.26
1302,1/20/2006,Hail,Yahia,Panda,Home,5095.41,6793.88
1303,1/2/2005,Riyadh,Maliha,Carrefour,Toys,4158.195,5544.26
1304,12/24/2004,Jubail,Yahia,Lulu,Food,322.3756,555.82
1305,4/14/2006,Jeddah,Maliha,Lulu,Home,189.83305,203.03
1306,5/10/2006,Abha,Yahia,Carrefour,Home,4030.73,7328.6
1307,9/9/2004,Abha,Abdul,Panda,Food,9317.9669,9965.74
1308,5/4/2006,Jubail,Abdul,Carrefour,Food,7980.08475,8534.85
1309,7/2/2004,Riyadh,Maliha,Carrefour,Food,836.176,1520.32
1310,12/5/2005,Abha,Mjeed,Panda,Office,851.6216,2301.68
1311,9/11/2005,Abha,Ghalia,Lulu,Toys,2715.5426,4681.97
1312,4/15/2006,Riyadh,Mjeed,Othaim,Toys,1935.9611,3281.29
1313,12/12/2005,Riyadh,Maliha,Othaim,Toys,2004.9227,5418.71
1314,2/20/2006,Jeddah,Abdul,Othaim,Home,2350.134,5222.52
1315,4/15/2005,Jubail,Mjeed,Panda,Toys,1336.2525,2969.45
1316,6/21/2004,Abha,Abdul,Othaim,Toys,8555.8484,9150.64
1317,8/15/2004,Riyadh,Ghalia,Panda,Food,3778.8529,8788.03
1318,6/17/2004,Riyadh,Abdul,Lulu,Home,4919.6028,7234.71
1319,5/13/2005,Jubail,Yahia,Panda,Toys,5089.4167,8626.13
1320,5/4/2005,Abha,Maliha,Lulu,Home,6407.7148,9423.11
1321,8/9/2004,Abha,Abdul,Carrefour,Home,1370.5505,2491.91
1322,7/28/2004,Dammam,Maliha,Carrefour,Office,3856.1411,8967.77
1323,9/24/2004,Jubail,Ghalia,Panda,Home,6159.0388,9057.41
1324,9/20/2004,Dammam,Abdul,Panda,Toys,6055.1832,6880.89
1325,10/23/2005,Jubail,Maliha,Panda,Office,1978.9616,2248.82
1326,8/5/2005,Jubail,Abdul,Othaim,Food,1635.0224,1857.98
1327,5/17/2005,Dammam,Ghalia,Panda,Home,2952.6008,4342.06
1328,11/30/2005,Dammam,Abdul,Lulu,Toys,1279.4209,2168.51
1329,11/3/2005,Jeddah,Ghalia,Lulu,Office,3695.052,5433.9
1330,4/24/2005,Riyadh,Abdul,Othaim,Home,2237.2564,3791.96
1331,7/7/2005,Jeddah,Mjeed,Panda,Office,3014.3905,5480.71
1332,11/21/2004,Dammam,Mjeed,Panda,Toys,7479.7888,8499.76
1333,5/28/2005,Jeddah,Yahia,Lulu,Food,6919.748,7863.35
1334,3/12/2005,Abha,Ghalia,Othaim,Toys,4562.5635,8295.57
1335,7/10/2005,Riyadh,Abdul,Carrefour,Office,310.1099,525.61
1336,10/10/2005,Jubail,Ghalia,Othaim,Office,3688.4848,4191.46
1337,5/30/2006,Riyadh,Abdul,Carrefour,Home,1138.0952,1293.29
1338,5/30/2006,Jubail,Mjeed,Othaim,Home,4190.1288,4761.51
1339,9/28/2005,Abha,Mjeed,Carrefour,Office,1013.1176,1151.27
1340,3/1/2006,Hail,Mjeed,Carrefour,Office,4976.1312,7317.84
1341,9/11/2005,Jubail,Yahia,Carrefour,Food,5649.9024,8308.68
1342,9/25/2005,Dammam,Mjeed,Panda,Food,3753.7632,4265.64
1343,4/1/2006,Jubail,Abdul,Lulu,Food,1908.765,4241.7
1344,1/6/2006,Hail,Yahia,Lulu,Home,6567.72,8756.96
1345,10/16/2005,Jeddah,Maliha,Carrefour,Toys,5137.5224,7555.18
1346,12/19/2004,Riyadh,Abdul,Othaim,Food,3906.0225,8680.05
1347,3/1/2006,Jubail,Ghalia,Lulu,Food,1885.707,4190.46
1348,6/8/2006,Jubail,Abdul,Othaim,Toys,4295.7172,9990.04
1349,10/4/2004,Hail,Yahia,Carrefour,Office,3946.725,5262.3
1350,10/8/2005,Jeddah,Ghalia,Carrefour,Food,1035.8505,2301.89
1351,10/3/2004,Jubail,Maliha,Carrefour,Food,939.9628,2185.96
1352,12/14/2004,Jubail,Ghalia,Othaim,Food,2230.9245,4957.61
1353,5/7/2006,Jeddah,Yahia,Lulu,Food,2018.03855,2158.33
1354,8/27/2004,Hail,Yahia,Lulu,Home,4832.685,8786.7
1355,3/19/2006,Riyadh,Mjeed,Othaim,Home,3434.025,4578.7
1356,6/8/2006,Dammam,Mjeed,Carrefour,Toys,4651.7016,7884.24
1357,2/6/2006,Hail,Maliha,Panda,Food,4349.0475,9664.55
1358,7/28/2005,Hail,Mjeed,Othaim,Office,2898.1957,6739.99
1359,11/3/2005,Riyadh,Maliha,Lulu,Food,785.95,1429
1360,10/13/2004,Riyadh,Maliha,Othaim,Office,1801.0616,2648.62
1361,10/24/2004,Hail,Abdul,Panda,Food,5011.1716,7369.37
1362,12/7/2004,Jeddah,Mjeed,Othaim,Toys,2845.9004,4823.56
1363,2/16/2005,Jubail,Abdul,Carrefour,Office,6575.61,8767.48
1364,5/16/2006,Jeddah,Maliha,Carrefour,Toys,272.133,604.74
1365,12/30/2004,Dammam,Ghalia,Othaim,Toys,1309.4025,1745.87
1366,6/19/2005,Riyadh,Yahia,Othaim,Office,3281.5376,3729.02
1367,5/17/2006,Dammam,Maliha,Lulu,Toys,5365.173,9754.86
1368,2/18/2006,Jeddah,Yahia,Lulu,Office,6112.90845,6537.87
1369,1/13/2006,Hail,Abdul,Panda,Office,5389.2784,6124.18
1370,10/10/2005,Jubail,Yahia,Othaim,Office,4141.4074,9631.18
1371,2/9/2006,Abha,Maliha,Othaim,Home,2711.133,6024.74
1372,1/9/2006,Hail,Yahia,Carrefour,Food,8206.4202,8776.92
1373,10/3/2005,Dammam,Abdul,Carrefour,Food,1461.2336,3949.28
1374,10/26/2005,Abha,Ghalia,Panda,Office,1691.9725,2867.75
1375,3/23/2005,Jeddah,Maliha,Othaim,Toys,1264.9718,2144.02
1376,5/1/2005,Dammam,Abdul,Carrefour,Toys,2952.3648,3354.96
1377,1/28/2005,Jeddah,Mjeed,Carrefour,Office,510.9525,681.27
1378,6/24/2004,Jeddah,Abdul,Lulu,Food,379.566,690.12
1379,6/26/2005,Abha,Abdul,Othaim,Food,6849.3216,7783.32
1380,3/17/2006,Abha,Mjeed,Panda,Food,3308.4068,8941.64
1381,4/26/2006,Hail,Maliha,Othaim,Home,317.2712,737.84
1382,11/2/2005,Jeddah,Maliha,Lulu,Office,8071.50905,8632.63
1383,5/11/2005,Jeddah,Abdul,Othaim,Office,6236.3576,7086.77
1384,8/28/2004,Jeddah,Yahia,Lulu,Office,3543.2532,9576.36
1385,12/23/2005,Hail,Abdul,Carrefour,Food,7134.1248,8106.96
1386,12/28/2005,Jeddah,Maliha,Lulu,Office,2215.5341,5987.93
1387,5/24/2005,Riyadh,Yahia,Othaim,Food,6515.34,8687.12
1388,1/2/2005,Dammam,Maliha,Panda,Office,5238.734,9032.3
1389,4/20/2005,Dammam,Ghalia,Carrefour,Toys,5392.365,7189.82
1390,1/11/2005,Abha,Maliha,Carrefour,Toys,351.131,638.42
1391,1/30/2006,Dammam,Ghalia,Panda,Toys,1418.9642,2446.49
1392,10/10/2004,Dammam,Abdul,Othaim,Home,434.6144,493.88
1393,9/21/2004,Jubail,Ghalia,Othaim,Food,5774.1146,9955.37
1394,9/10/2005,Hail,Abdul,Carrefour,Office,1625.3027,4392.71
1395,5/5/2005,Riyadh,Yahia,Panda,Home,742.9755,1727.85
1396,4/30/2005,Jubail,Maliha,Panda,Toys,2624.6504,4448.56
1397,4/21/2006,Dammam,Mjeed,Othaim,Home,3122.1256,3547.87
1398,9/10/2004,Abha,Abdul,Panda,Food,2852.3448,7709.04
1399,6/6/2005,Dammam,Abdul,Panda,Food,989.7019,2674.87
1400,11/30/2005,Riyadh,Yahia,Panda,Home,218.4443,508.01
1401,6/14/2006,Jubail,Maliha,Lulu,Office,2553.2776,3754.82
1402,9/28/2005,Hail,Yahia,Lulu,Office,5666.4434,9769.73
1403,10/3/2005,Abha,Mjeed,Carrefour,Toys,3840.1176,4363.77
1404,7/31/2004,Abha,Yahia,Othaim,Toys,2830.6725,4797.75
1405,8/7/2005,Hail,Maliha,Lulu,Food,6549.87135,7005.21
1406,4/27/2006,Dammam,Maliha,Panda,Toys,1186.6409,2759.63
1407,4/24/2005,Jeddah,Ghalia,Panda,Home,2100.7988,3089.41
1408,3/6/2006,Jeddah,Ghalia,Carrefour,Toys,4512.3936,5127.72
1409,12/8/2004,Jubail,Yahia,Lulu,Home,975.5484,1681.98
1410,3/2/2005,Hail,Ghalia,Panda,Food,4427.3895,7504.05
1411,12/23/2005,Abha,Ghalia,Lulu,Home,4489.32,5985.76
1412,7/26/2005,Jubail,Maliha,Carrefour,Food,944.0472,1600.08
1413,11/12/2004,Hail,Mjeed,Panda,Home,3504.6548,8150.36
1414,10/12/2005,Jubail,Maliha,Carrefour,Food,1077.804,2395.12
1415,6/24/2004,Abha,Yahia,Panda,Food,2729.8489,7377.97
1416,4/26/2005,Abha,Ghalia,Othaim,Office,1101.8475,1469.13
1417,11/17/2005,Riyadh,Ghalia,Lulu,Toys,4996.3206,8468.34
1418,12/16/2004,Jeddah,Abdul,Lulu,Food,1232.265,1643.02
1419,1/3/2006,Dammam,Mjeed,Panda,Home,3072.9336,3286.56
1420,9/8/2005,Jubail,Yahia,Carrefour,Toys,4463.1966,7564.74
1421,2/16/2005,Jubail,Mjeed,Othaim,Home,2235.2264,2540.03
1422,3/5/2006,Dammam,Ghalia,Othaim,Home,1200.8757,3245.61
1423,10/7/2004,Dammam,Maliha,Lulu,Food,2251.4272,2558.44
1424,6/15/2006,Abha,Maliha,Othaim,Food,736.252,836.65
1425,10/21/2005,Jeddah,Ghalia,Panda,Food,779.9275,1418.05
1426,11/9/2004,Jubail,Abdul,Panda,Office,3704.655,4939.54
1427,4/4/2006,Dammam,Yahia,Carrefour,Toys,5554.4544,6311.88
1428,4/7/2006,Riyadh,Abdul,Othaim,Food,712.9265,1296.23
1429,7/27/2005,Riyadh,Ghalia,Panda,Food,5352.9696,6082.92
1430,2/11/2005,Jeddah,Yahia,Carrefour,Office,3639.015,4852.02
1431,8/9/2005,Riyadh,Mjeed,Othaim,Office,1327.1234,3586.82
1432,4/3/2006,Dammam,Abdul,Panda,Toys,3714.31555,3972.53
1433,5/1/2006,Jeddah,Mjeed,Carrefour,Food,5990.4975,7987.33
1434,7/20/2004,Dammam,Yahia,Othaim,Food,4411.0878,7476.42
1435,8/26/2004,Dammam,Mjeed,Othaim,Home,3879.2589,4148.94
1436,9/17/2004,Jeddah,Yahia,Carrefour,Home,2852.168,5185.76
1437,2/17/2005,Riyadh,Yahia,Othaim,Home,729.1381,1695.67
1438,1/22/2006,Jubail,Maliha,Carrefour,Home,1334.4362,3103.34
1439,5/4/2005,Riyadh,Ghalia,Othaim,Office,2339.48,2658.5
1440,10/2/2005,Hail,Mjeed,Panda,Office,7832.0792,8900.09
1441,5/18/2006,Jubail,Abdul,Lulu,Office,3731.094,8291.32
1442,10/24/2005,Riyadh,Ghalia,Othaim,Office,8350.1297,8930.62
1443,8/20/2005,Riyadh,Maliha,Othaim,Office,4020.2932,6931.54
1444,1/5/2005,Jubail,Yahia,Othaim,Toys,135.3105,300.69
1445,3/12/2006,Abha,Abdul,Carrefour,Food,411.5214,1112.22
1446,1/25/2006,Riyadh,Ghalia,Othaim,Food,1457.852,2143.9
1447,3/30/2005,Abha,Maliha,Lulu,Office,3730.502,6431.9
1448,12/7/2005,Hail,Abdul,Carrefour,Office,4050.9999,9420.93
1449,8/23/2004,Jubail,Ghalia,Carrefour,Home,782.5905,1739.09
1450,11/16/2004,Jeddah,Yahia,Panda,Toys,2953.2216,7981.68
1451,4/29/2006,Riyadh,Ghalia,Carrefour,Home,3196.6178,5511.41
